연번,업체명,업체주소,연락처
1095,데일리호스브라운,대구 수성구 달구벌대로625길 9 (시지동),
1096,동해회집,대구 수성구 신매로16길 16-2 (신매동),
1097,서민갈비,대구 수성구 들안로 8-5 (두산동),
1098,옛맛집,대구 달서구 구마로14길 111 (본동),
1099,호성베이커리,대구 달성군 가창면 가창로 1102 (용계리),
1100,에덴공방,광주 동구 충장로46번길 8-33 (충장로5가),
1101,주왕산가든,"경북 청송군 주왕산면 주왕산로 508-9 (하의리), 2층",
1102,포항 금산삼계탕,경북 포항시 북구 중흥로 145 (죽도동),
1103,미세스고등어본점,경북 포항시 남구 정몽주로 873 (청림동),
1104,진주식당,경북 포항시 북구 송라면 중산리 539-30,
1105,팡페이장제과점,"경북 포항시 북구 대안길 69 (용흥동), 제일상가 가동 101호",
1106,한국관복어집,"경북 예천군 예천읍 군청길 42-4 (노하리), 1층",
1107,대들보함흥면옥,"대전 중구 계백로1583번길 39 (유천동), 1층",
1108,중국성,"대전 동구 대전로815번길 66 (정동), 1층",
1109,배영숙산야초밥상,충북 보은군 속리산면 법주사로 253 (사내리),
1110,새강변식당,충북 옥천군 군북면 성왕로 1564 (국원리),
1111,신궁전가든,충북 진천군 덕산읍 용몽2길 34 (용몽리),
1112,재두식당,경남 남해군 상주면 남해대로 918-13 (상주리),
1113,대가,경남 창원시 마산합포구 자산삼거리로 24 (자산동),
1114,마산족발,"경남 창원시 마산합포구 오동서1길 15 (중성동), 1층",
1115,복주집,경남 창녕군 남지읍 강변안길 10-1 (남지리),
1116,오복기름집,"경기 성남시 중원구 둔촌대로83번길 7-5(성남동), 1층",
1117,원조설렁탕,경남 통영시 항남5길 21 (항남동),
1118,원조꼬리곰집,"부산 동래구 온천장로 52 (온천동), 1층",
1119,남천낙지,"부산 수영구 남천동로9번길 31 (남천동), 1층",
1120,이덕숙고운한복,경남 창원시 성산구 가음로 64 (가음동),
1121,동해관,"강원 강릉시 율곡로 3020 (교동), 근로자복지회관 1층",
1122,보헤미안커피점,강원 강릉시 연곡면 홍질목길 55-11 (영진리),
1123,헤어플레이스에이청학점,"강원 속초시 중앙로 73 (청학동), 2층",
1124,황정숙본막국수,"강원 강릉시 종합운동장길 43 (교동), 1층",
1125,동막막국수,강원 삼척시 근덕면 문의재로 3777-12 (동막리),
1126,동해안횟집,강원 동해시 일출로 61 (묵호진동),
1127,문어랑새우횟집,강원 양양군 손양면 수산1길 43-1 (수산리),
1128,삼성이용샵,"강원 원주시 예술관길 13 (명륜동), 삼성아파트 상가동 201호",
1129,코쿤뷰티샵,강원 원주시 원일로115번길 11-1 (일산동),
1130,라모스,강원 춘천시 옛경춘로 835 (삼천동),
1131,이디오피아집(벳),"강원 춘천시 이디오피아길 7 (근화동), 1층",
1132,미로정,"서울 강남구 테헤란로33길 19 (역삼동), 2층",
1133,베이징덕,"서울 강남구 논현로 874 (신사동), 진성빌딩 1층",
1134,㈜현지축산,"서울 성동구 마장로35길 76 (마장동), 현대아파트 상가동 1층 105-1호",
1135,(주)첨지,"서울 관악구 남부순환로176길 18 (신림동), 2층",
1136,정정원헤어룩,"서울 강남구 선릉로116길 24 (삼성동), 스페이스빌딩 1층",
1137,능동아구탕,"서울 광진구 천호대로 544 (군자동), 1층",
1138,송가네감자탕,"서울 송파구 올림픽로35길 124 (신천동), 장미아파트 A상가 지하층 7-4, 7-3호",
1139,중앙보조기,"대구 중구 달구벌대로 2206 (대봉동), 중앙빌딩 5층",
1140,평택고추상회,"경기 오산시 오산로272번길 13 (오산동), 1층",
1141,JES미용예술직업전문학교,"서울 영등포구 경인로 829 (영등포동4가), 2,3,4층",
1142,쌍마스튜디오,"서울 영등포구 여의나루로 81 (여의도동), 한마루빌딩",
1143,홍농숯불갈비,서울 양천구 신월로15길 1 (신월동),
1144,용금옥,"서울 종로구 자하문로 41-2 (통인동), 1층",
1145,나래자동차정비,광주 서구 풍암중앙로86번길 3-12 (풍암동)1층,
1146,동명능이백숙,"강원 고성군 거진읍 자산천로 36 (반암리, 동명막국수)동명능이백숙",
1147,라르고경양식,경기 동두천시 삼육사로 1273 (광암동)1층,
1148,선유꽃도매,울산 남구 팔등로 10 (신정동)1층 선유꽃도매,
1149,백송짜글짜글,충북 청주시 흥덕구 옥산면 청주역로 635 (오산리)1층,
1150,새재할매집,경북 문경시 문경읍 새재로 922 (상초리)경북 문경시 문경읍 새재로922 새재할매집,
1151,진미집,충북 청주시 상당구 성내로118번길 21 (산성동)1층,
1152,가화한정식,"충북 청주시 청원구 내덕로 27 (내덕동, 가화한정식)1층",
1153,금부정,전남 여수시 충무4길 6-3 (충무동)1층,
1154,계곡가든,"전북 군산시 개정면 금강로 470 (아동리, 계곡가든).",
1155,강창장어,대구 달성군 하빈면 하목정길 62 (하산리)강창장어,
1156,국일불갈비,대구 중구 태평로 172 (태평로1가)국일불갈비,
1157,백양상회,"경기 고양시 덕양구 토당로78번길 7-16 (토당동), 1층",
1158,미인가,"부산 해운대구 센텀2로 10 (우동, 센텀메디컬센타)13층 미인가",
1159,만강홍,"강원 동해시 평원로 20 (천곡동, 만강홍)가,나동 1,2층",
1160,백수식육식당,"경북 예천군 예천읍 충효로 284 (남본리, 백수식육점·식당)백수식육식당",
1161,작크,"경남 양산시 양주3길 20 (중부동, 작크)작크",
1162,고향집칼국수.재바우,대구 동구 송라로 93 (신천동)고향집칼국수,
1163,전통국악기제작소,대구광역시 동구 방천로1길 2(불로동)코리아소리,
1164,우정공원,"경남 양산시 하북면 양산대로 2025-43 (용연리, 우정공원,(주)황토원)우정공원",
1165,왕십리 정부네 곱창,서울 성동구 홍익동 128-31층 정부네곱창,
1166,주식회사 호미화방,"서울 마포구 홍익로3길 20 (서교동, 서교오피스텔)1층",
1167,비원쏘가리,"충북 단양군 단양읍 삼봉로 179 (상진리, 비원 쏘가리).",
1168,산아래 ,충남 논산시 관촉로31번길 22-6 (관촉동)1층 산아래,
1169,뉴숯불바베큐,부산 금정구 금강로335번길 55 (장전동)1층,
1170,돌체,충남 논산시 관촉로3번길 13 (관촉동)충남 논산시 관촉로3번길13(관촉동),
1171,춘추원할매집,"경남 양산시 교동5길 3 (교동, 춘추원할매집)춘추원할매집",
1172,신림동 또순이 원조순대,"서울 관악구 신림로59길 14 (신림동, 민속순대타운)1층",
1173,김미애헤어콜렉션,울산 북구 상방로 94 (화봉동)화봉시장상가 138호,
1174,무수옥,서울 도봉구 도봉로165길 15 (도봉동)무수옥,
1175,새한농자재(주),부산 강서구 대저로 132-1 (대저1동).,
1176,김덕규 과자점,경남 김해시 삼정동 589-11층,
1177,고향밀면,경북 경주시 태종로791번길 7 (황오동)고향밀면,
1178,동해물회,부산 부산진구 부전동 142-52층 동해물회,
1179,송파사진관,"서울 송파구 송파대로 371 (석촌동)1층, 101호",
1180,대화만두,경북 경주시 노동동 86-3대화만두,
1181,송풍갈비,"경기 수원시 장안구 경수대로 1013 (송죽동, 송풍가든)송풍가든 ",
1182,부산 원조 꼼장어 맛집 성일집,부산 중구 대교로 103 (중앙동6가)79-4 성일집,
1183,광성유통,서울 동대문구 고산자로36길 30 (제기동)1층 광성유통 (볶는집),
1184,기러기칼국수,충남 예산군 오가면 윤봉길로 1854 (신석리)신분준할머니기러기칼국수,
1185,은혜본가,충북 충주시 빙현천변1길 21 (지현동)은혜본가,
1186,회초랑,경남 진주시 강남로 163-1 (칠암동)회초랑,
1187,진주집,서울 중구 남대문시장길 22-2 (남창동)서울 중구 남대문시장길 22-2 (남창동),
1188,마포숯불갈비,경남 김해시 구산동 284-8마포숯불갈비,
1189,운정식당,충북 충주시 중원대로 3432-1 (문화동)1층,
1190,신현종합검사정비공장,대구 달성군 유가읍 비슬로96길 37 (금리)신현종합검사정비공장,
1191,하야로비,"인천 계양구 역골로43번길 15 (다남동, 하야로비)하야로비",
1192,완산정,"경기 군포시 번영로 508 (금정동, 신산빌딩)107호 완산정",
1193,강미루,충남 서산시 양유정1로 3 (읍내동)(읍내동),
1194,새말토종순대,강원 횡성군 우천면 우항새말길 20-16 (우항리)새말토종순대,
1195,한국주방,제주특별자치도 제주시 노형로 278 (노형동)1층~2층,
1196,퀸 헤어,전남 여수시 종고산길 7 (덕충동)1층,
1197,일미정,대구 남구 중앙대로51길 38-1 (대명동)대명동,
1198,푸른회식당,대구 서구 달구벌대로375길 14-1 (내당동)내당동,
1199,오색막국수,강원 원주시 흥양로 92 (태장동)오색막국수,
1200,미당한우,충남 홍성군 홍성읍 홍덕서로 193 (월산리)(홍성읍),
1201,뚱보네돼지갈비,"부산 남구 용소로13번길 43 (대연동, 안단테 빌)안단테빌1층",
1202,영빈회관,전북 익산시 인북로3길 38 (중앙동1가)1층,
1203,광성추어탕,충북 제천시 독순로8길 4 (의림동)1층,
1204,권미현꽃예술원,경북 경주시 화랑로 61 (서부동)권미현꽃예술원,
1205,반야돌솥밥(본점),전북 전주시 완산구 홍산1길 6 (효자동2가)1층,
1206,궁중해물탕,"경기 안성시 양성면 만세로 673 (동항리, 궁중해물탕)궁중해물탕",
1207,주식회사 박가삼거리부대찌개,"경기 파주시 문산읍 문향로 103 (선유리, 삼거리식당)1층",
1208,너도나도식당 선유도본점,"서울특별시 영등포구 양평로 126(양평동5가), 신성빌딩 1층",
1209,태성당 장태호 명품 시계수리,"대구 동구 동부로 1 (신천동, 신천LH)101동 115호",
1210,비봉횟집,"충남 청양군 청양읍 중앙로5길 28 (읍내리, 에코빌2차)에코빌 1층 비봉횟집",
1211,전남식당,광주 광산구 광산로 66 (송정동)1층,
1212,금성식당,강원 원주시 중앙로 28 (인동)1층,
1213,명인 이상용 제빵소,경기 고양시 덕양구 토당동 864-31층,
1214,동양전자,대전 동구 대전로797번길 11 (중동)동양전자,
1215,안동회관,경북 안동시 태사길 71 (옥정동)1층 안동회관,
1216,히노야마,"서울 양천구 목동서로 349 (신정동, 센트럴프라자)119호",
1217,전주우족설렁탕,"전북 군산시 대학로 88 (금광동, 전주식당)",
1218,대남기공사,대전 대덕구 오정로 47 (오정동)대남기공사,
1219,명동닭한마리본점,서울 종로구 종로5가 265-81층,
1220,삼백집,전북 전주시 완산구 전주객사2길 22 (고사동)1층,
1221,플러스플라워,서울 강남구 남부순환로 2716 (도곡동)개포빌딩 1층(도곡동 411-7),
1222,민영,"인천 중구 연안부두로33번길 37 (항동7가, 인천종합어시장)13호,14호",
1223,은혜반찬2,대전 대덕구 중리로64번길 16 (중리동)1층,
1224,신포야채치킨,"인천 중구 우현로49번길 25 (신포동)1층, 2층",
1225,동원손칼국수,대전 서구 청사서로54번길 11 (월평동)1층,
1226,연경중식당짬뽕광주백년가게맛집,"광주 광산구 하남대로 87, 201호(하남동)",
1227,주부상회,서울 노원구 동일로180길 40 (공릉동)1층 주부상회,
1228,궁전제과,광주 동구 충장로 93-6 (충장로1가)궁전제과,
1229,진미집,"전북 전주시 완산구 전주천동로 94 (전동, 진미집)1층",
1230,금일옥,전북 전주시 완산구 전주객사3길 11-6 (고사동)금일옥,
1231,매봉식당,대전 대덕구 계족로664번길 113 (법동)1층,
1232,주식회사 김영모과자점,"서울 강남구 언주로30길 10 (도곡동, 현대비전21)현대비전21 1층",
1233,"류복순침구, 솜틀집","경북 안동시 풍천면 전서로 186-10 (하회리, 안동한지공예장체험관)1층 류복순침구",
1234,꽃피는농원한국생화랜드,광주 서구 하남대로 574 (동천동)굿모님꽃단지1호 한국생하랜드,
1235,토함산식당,경북 경주시 새골길 197 (하동)1층,
1236,바질리코레스토랑,대전 유성구 한밭대로313번길 10 (장대동)바질리코,
1237,한일상사,경기 부천시 수도로 104 (도당동)한일자동펌프,
1238,교대헤어매직,광주 동구 무등로375번길 24 (계림동)교대헤어매직,
1239,자연산형제횟집,대전 대덕구 중리로76번길 22 (중리동)1층,
1240,양희원예,대구 북구 칠성남로 164 (칠성동2가)대구꽃백화점 1층 양희원예,
1241,오륙하우스,경기 동두천시 상패로 210-9 (보산동)보산동,
1242,한일가든,"경기 고양시 덕양구 행주로 77 (행주내동, 한일가든)전체 ",
1243,호수식당,경기 동두천시 중앙로 312 (생연동)1층,
1244,왱이집,"전북 전주시 완산구 동문길 88 (경원동2가, 왱이집)1층",
1245,무궁화집,강원 원주시 중평길 59 (평원동)241-11,
1246,부일화원,부산 사상구 새벽로168번길 39 (감전동),
1247,동경초밥,"부산 서구 구덕로321번길 21 (서대신동2가), 남영빌딩 1층 ",
1248,밀양집,"부산 중구 중구로47번길 35 (부평동2가), 1~3층 ",
1249,해운대이름난암소갈비,"부산 해운대구 달맞이길 22 (중동), 2층 ",
1250,(주) 마당에모닥불하늘엔둥근달,대전 동구 산내로 321-35 (하소동),
1251,신설집,"세종 부강면 부강4길 15, 1층",
1252,몽마르뜨,"세종 조치원읍 조치원로 31 (원리), 지하 1층 ",
1253,동천칼국수,충북 증평군 증평읍 초중2길 3 (초중리),
1254,앞들식당,경남 사천시 사천읍 옥산로 75 (선인리),
1255,통영명가꿀빵,경남 통영시 통영해안로 337-1 (중앙동),
1256,3대 할매김밥,경남 통영시 통영해안로 327 (중앙동),
1257,갈매기 대도,경남 김해시 김해대로2371번길 12-12 (부원동),
1258,잰틀맨헤어,"경남 창원시 성산구 마디미로9번길 1 (상남동), 이지스타운 2층 201, 202호 ",
1259,박소야헤어,"경남 진주시 하대로 101 (하대동), 1층",
1260,프로방스베이커리,"울산 중구 유곡로 10 (우정동), 선경2차아파트",
1261,대일함흥냉면,"울산 중구 명정4길 13 (태화동), 1층 ",
1262,무주골,울산 중구 종가6길 32 KL빌딩 6층,
1263,가무댕댕,울산 남구 대학로94번길 11 (무거동),
1264,고운미용실,"울산 중구 학성로 95 (성남동), 1층 ",
1265,댕기미장원,"울산 남구 신정로116번길 12 (신정동), 2층",
1266,안골,"충남 천안시 동남구 먹거리2길 6-1 (신부동), 2층 ",
1267,숲속장어구이,충남 아산시 인주면 아산만로 1526 (문방리),
1268,새이학가든,충남 공주시 금강공원길 15-2 (금성동),
1269,반도회관,"충남 서산시 홍안벌로 136 (수석동), 1층 ",
1270,삼기꽃게장전문,충남 서산시 고운로 162 (동문동),
1271,신천개발,충남 아산시 온천대로 1469 (온천동),
1272,옛날중국집,서울 성북구 성북로8길 8(성북동),
1273,단골숯불갈비,서울 강동구 진황도로47길 61(길동),
1274,석교식당,"서울 서대문구 통일로 183-1, 1층(영천동)",
1275,도투리 샤브칼국수 불광천,"서울 은평구 증산로 303(증산동, 태광아파트 105호)",
1276,은주식당,서울 중구 창경궁로8길 32(주교동),
1277,마실,"서울 동작구 사당로 215, 117호,118호(사당동, 서림빌딩)",
1278,한우리외식산업㈜,서울 강남구 도산대로 304 (논현동),
1279,강남 원주 추어탕,서울 강남구 강남대로110길 6(역삼동),
1280,아실,"서울 강남구 봉은사로48길 44-17, 1층(역삼동)",
1281,(주)오금버드나무집,"서울 송파구 동남로 309, 1층(오금동)",
1282,삼우정,"서울 송파구 올림픽로 240(잠실동, 롯데백화점11층)",
1283,생곡막국수,"강원 홍천군 서석면 군두리길 310, 1층",
1284,청아플라워즈,강원 홍천군 홍천읍 진삼거리길 4,
1285,예미옥주식회사,"강원 춘천시 우묵들길 11(퇴계동)옛날맛해장국",
1286,아카데미안경원,강원 횡성군 횡성읍 횡성로 406,
1287,송죽원추어탕,강원 강릉시 난설헌로88번길 5(포남동),
1288,감자바우집,"강원 속초시 청초호반로 242, 1층(청학동)",
1289,방파제,부산 수영구 광안해변로294번길 24(민락동),
1290,광안리 신라횟집,"부산 수영구 민락수변로7번길 16, 2층~4층(민락동, 비치프라자)",
1291,이윤순 한복,"부산 수영구 구락로 157, 2층 이윤순한복(망미동, 우당재)",
1292,삼천포원조 삼학물회,경남 사천시 목섬길 9(서금동),
1293,야래향 ,"경남 진주시 평거로26번길 9, 1층(평거동)",
1294,산청흑돼지,경남 진주시 진주대로 1194(봉곡동),
1295,송기원 진주냉면본점,경남 진주시 모덕로47번길 1-2(상대동),
1296,개선스포츠,경남 창원시 마산회원구 율림교로 11(양덕동),
1297,대복참기름,울산 중구 병영로 12(남외동),
1298,(주)극광사,경북 포항시 북구 중흥로 291(죽도동),
1299,명궁약수가든,경북 청송군 진보면 경동로 5156,
1300,용궁순대,경북 예천군 용궁면 읍부리 171-4,
1301,금강옥,경북 안동시 강남1길 133-16(정하동),
1302,한양매운탕,경북 구미시 낙동강변로 694-4 (비산동),
1303,주식회사 석정한우마을,대구 달서구 조암남로 49(월성동),
1304,어향원,경북 경주시 화랑로 76-1 (서부동),
1305,소백인삼사,"경북 영주시 풍기읍 소백로 2115, 2층 건물 중 1층",
1306,국일생갈비,대구 중구 국채보상로 492(동산동),
1307,중화반점,"대구 중구 중앙대로 406-12(남일동, 92,95-3,96,97-1)",
1308,두부마을식당,경북  영주시 대학로 2(휴천동),
1309,육일만두,대구 수성구 달구벌대로492길 50(범어동),
1310,거제복집,경북 구미시 신시로16길 49(송정동),
1311,사랑이야기,경북 구미시 금오산로14길 2(원평동),
1312,한티불낙식당,대구 수성구 들안로 13(상동),
1313,장룡민물장어나라,경북 포항시 남구 희망대로 911(해도동),
1314,오리산성,경북 구미시 박정희로 320-5 (광평동),
1315,석송가든,경북 안동시 제비원로 539-23 (이천동),
1316,가매,광주 서구 상무대로 1104-26 (농성동),
1317,아쿠아헤어,"광주 남구 서문대로622번길 7, 상가동 111-1호(진월동)",
1318,하남낙지마당,광주 광산구 사암로216번길 10-15(우산동),
1319,형제송정,광주 광산구 광산로29번길 3(송정동),
1320,바밀제과,전남 담양군 담양읍 중앙로 54,
1321,달빛뜨락,전남 담양군 봉산면 한수동로 155,
1322,제주뚝배기,제주 서귀포시 성산읍 일출로 255,
1323,예원,전남 구례군 마산면 화엄사로 381,
1324,신화정,"전남 순천시 구암길 26(연향동, １층)",
1325,중앙미용학원,"전남 여수시 선소로 106, 3층 (신기동)",
1326,유니코안경원,"제주 제주시 삼무로 15, 101동 102호(연동, 연동태홍누리안3차아파트)",
1327,라복임플로체,전북 군산시 우체통거리1길 12-1(신창동),
1328,해용집,전북 남원시 요천로 2263 (식정동),
1329,성전사카센타,전북 전주시 덕진구 권삼득로 216 (금암동),
1330,엄마손김치찌개,전북 전주시 완산구 중화산로 3(효자동1가),
1331,신덕식당,전북 고창군 아산면 선운사로 8,
1332,가마솥곰탕,경기 평택시 안중읍 안중로117번길 5 ,
1333,평택주물럭,경기 평택시 평택1로9번길 52(평택동),
1334,연합쌀상회,"경기 성남시 중원구 둔촌대로83번길 7(성남동, 상가2호)",
1335,(주)대광통상,"경기 성남시 수정구 복정로84번길 23, 103호(복정동)",
1336,이조칼국수,"경기 안산시 단원구 선부광장1로 124, 1층 17,18호(선부동)",
1337,보광정,경기 양평군 옥천면 용천로149번길 27,
1338,주식회사 창진산장휴게소,경기 안성시 양성면 만세로 859,
1339,황주식당,"경기 동두천시 생연로 140, 1.2층(생연동)",
1340,종화네 돌솥 추어탕,"경기 고양시 덕양구 유산길 50, 2동 1층(내유동)",
1341,태능숯불갈비,경기 고양시 덕양구 용현로53번길 17(행신동),
1342,보미진 콩이랑 두부랑,"경기 시흥시 하우로 66, 1층(대야동)",
1343,금강수퍼마켓,경기 부천시 길주로363번길 64 (춘의동),
1344,명동칼국수,"경기 시흥시 중심상가2길 22(정왕동, 금정프라자 202호)",
1345,실비집,경기 동두천시 어수로 91 (생연동),
1346,고양체육사,경기 고양시 일산서구 일청로 14(일산동),
1347,누렁이한우종가,경기 광명시 오리로964번길 21(광명동),
1348,화정맛집민쿡다시마,"경기 고양시 덕양구 화신로260번길 37, 110호 (화정동, 진솔그린프라자)",
1349,타향골,대전 중구 중교로 7-17(대흥동),
1350,신라복집, 대전 서구 한밭대로707번길 30(월평동),
1351,번암반점,세종 조치원읍 허만석로 13-5,
1352,육거리소문난만두,충북 청주시 상당구 상당로5번길 11(석교동),
1353,팔도강산,충남 보령시 대해로 893 (신흑동),
1354,원진노기순청국장,충남 공주시 백미고을길 6(금성동),
1355,대일식당,충남 청양군 남양면 구용길 334,
1356,농가의 빵집,"충남 청양군 청양읍 중앙로 140, 1층",
1357,듀팡과자점,"충남 천안시 서북구 늘푸른5길 22, 102호(두정동, 골드프라자)",
1358,현대마린개발 주식회사,"인천 중구 연안부두로 36 (항동7가, 연안부두해양광장) 해양광장 전망대1층",
1359,차애전할매칼국수,부산광역시 연제구 과정로191번가길 70 (연산동) 차애전 할매칼국수,
1360,오동동 아구할매집,경상남도 창원시 마산합포구 아구찜길 13 (동성동) 1층,
1361,중앙식당 동곡점,광주광역시 광산구 동곡로 151-36 (하산동) 1층(하산동),
1362,함열상회,충청남도 논산시 강경읍 계백로153번길 35 27-10,
1363,상운암 전주식당,전라북도 임실군 운암면 임운로 1875-4 1층,
1364,송강민물매운탕,"경남 양산시 용암길 17-8 (삼호동, 송강민물매운탕) 2층",
1365,창익집,서울특별시 용산구 후암로23길 6 (후암동) 1층,
1366,노라노패션학원,서울특별시 종로구 종로 393-1 노라노패션학원 4층,
1367,(주)광신푸드모아,광주광역시 서구 양동시장1길 16 (양동) 광신푸드모아,
1368,한길문고 나운점,전북특별자치도 군산시 하나운로 38 (나운동) 2층 한길문고,
1369,염주명가,광주 서구 화정동 336-5 1층염주명가,
1370,강경젓갈상회.금강식품,충청남도 논산시 강경읍 계백로153번길 27 강경젓갈상회 금강식품,
1371,오대양물산,경상남도 창원시 마산합포구 어시장7길 84 (남성동) 오대양물산,
1372,청남삼겹살,충청북도 청주시 상당구 영운로 43 영운동163-9,
1373,안성서점(행복한책가게),경기도 안성시 안성맞춤대로 1082 (연지동) 안성서점(행복한책가게),
1374,농업회사법인 조은플라워(주),경기도 김포시 양촌읍 대명항로 46 이레가든빌리지,
1375,대신참기름,경상북도 포항시 북구 대신로26번길 11-4 (대신동) 영일대북부시장내 대신참기름,
1376,부산이용원,경상남도 진주시 가좌길64번길 12-1 (가좌동) 1층,
1377,광명안양대교식당,경기도 광명시 시청로 29 1층  광명안양대교식당,
1378,중앙식당,충청북도 진천군 이월면 진광로 796 중앙,
1379,백마강식당,충청남도 부여군 규암면 진변로 11 11,
1380,식도락게장,전북특별자치도 부안군 진서면 청자로 1008 1층 식도락게장,
1381,안흥수산,충청남도 태안군 근흥면 신진부두길 66 안흥수산,
1382,동양장,경기도 평택시 오성면 숙성시장길 46-1 동양장식당,
1383,중앙횟집,전라남도 목포시 번화로 44-1 중앙횟집,
1384,포시즌플라워,경상남도 창원시 성산구 외동반림로 136 (중앙동) 중앙동 8-4 1층,
1385,현대미용학원,광주광역시 서구 경열로 32-1 2층 (농성동),
1386,풍미각,전라북도 김제시 남북10길 74 풍미각,
1387,해원,제주특별자치도 제주시 서해안로 687-6 (용담이동) 해원,
1388,대복상회,충청남도 논산시 강경읍 옥녀봉로19번길 34 대복상회,
1389,황강장어,경상북도 구미시 구미중앙로43길 15 황강장어,
1390,내가본미용실,광주 동구 계림로 5-1 (동명동) 내가본미용실,
1391,모꼬지에,서울특별시 송파구 송파대로36길 5-13 (송파동) 모꼬지에,
1392,신제주보말칼국수 주식회사,제주특별자치도 제주시 선덕로5길 19 (연동) 신제주보말칼국수 제주본점,
1393,88꽃화훼유통,"경상남도 창원시 성산구 비음로4번길 14 1층, 지하",
1394,고흥상회,경기도 동두천시 중앙로285번길 7-10 (생연동) 중앙시장  고흥상회,
1395,강촌막국수,강원특별자치도 춘천시 남산면 강촌로 62-1 강촌막국수,
1396,송원식당,"인천광역시 중구 연안부두로 16 , 59호 (항동7가)",
1397,정원집,부산광역시 수영구 수영로666번길 17 2층,
1398,송화한정식,경상남도 진주시 도동천로 82 1층송화한정식,
1399,상하이,경상남도 진주시 동진로 28 (칠암동) 1층,
1400,손스튜디오119사진병원,인천광역시 남동구 논고개로123번길 35 (논현동) 에이동 5층 505호 손스튜디오 119사진병원,
1401,대유수산(어부의그물질),서울특별시 중구 을지로32길 24 (오장동) 제3공구 208호 1층 대유수산,
1402,통도요,경상남도 양산시 하북면 평산마을길 14-21 통도요,
1403,사랑이야기 천안점,충남 천안시 동남구 천안천6길 59-4 (신부동),
1404,한보내장건설,서울특별시 송파구 중대로 197 (가락동) 삼석빌딩 1층 한보,
1405,태창유통,전라남도 목포시 행복동 1가 5 (행복동1가),
1406,복어명가 임진강,대구광역시 북구 노원로10길 132 (노원동2가) 복어명가 임진강,
1407,소랑 주식회사,인천광역시 강화군 화도면 해안남로 1696 동막리242-2,
